Partlist exported from C:/Users/Jack/Documents/eagle/projects/tinyTorch/tinyTorch.sch at 1/30/2017 7:27 PM

Qty Value                   Device                  Package                Parts      Description                     MFR         MFR-PART-NO       
1   100nF                   C-USM0805               M0805                  C4         CAPACITOR, American symbol                                    
1   10K                     R-US_M0805              M0805                  R9         RESISTOR, American symbol                                     
3   10uF                    C-USM0805               M0805                  C1, C2, C3 CAPACITOR, American symbol                                    
2   15                      R-US_M0805              M0805                  R1, R2     RESISTOR, American symbol                                     
1   1K                      R-US_M0805              M0805                  R10        RESISTOR, American symbol                                     
2   220                     R-US_M0805              M0805                  R7, R8     RESISTOR, American symbol                                     
1   2xAA                    BATTERY-2AANOHOLES      KEYSTONE-2462-NO-HOLES B1                                         Keystone    2462              
1   4.7uH                   INDUCTORC1210K          C1210K                 L1         Murata #11R472C                 Taiyo Yuden CBC3225T4R7MR     
1   562K                    R-US_M0805              M0805                  R5         RESISTOR, American symbol                                     
2   65                      R-US_M0805              M0805                  R3, R4     RESISTOR, American symbol                                     
1   976K                    R-US_M0805              M0805                  R6         RESISTOR, American symbol                                     
1   ATtiny84A-SSU           ATTINYX4SO14            SO14                   U2                                                                       
1   DOWN/OFF                10-XXSMT                TACT-SW-SMT            S1         OMRON SWITCH                    Omron       B3FS-1000         
1   FDG6303N                DUAL-MOSFET             SOT363_PHILIPS         Q1         e.g. Fairchild/ON Semi FDG6303N                               
1   ICSP                    AVR_SPI_PRG_62X3_LOCK   2X3_LOCK               ICSP       AVR ISP 6 Pin                                                 
1   MCP1640D                MCP1640                 SOT23-6                U1                                                                       
1   OSHW_LOGO_10MILX0200-NT OSHW_LOGO_10MILX0200-NT OSHW_10X200_NOTEXT     LOGO2                                                                    
1   OSHW_LOGO_8MILX0150-NT  OSHW_LOGO_8MILX0150-NT  OSHW_8X150_NOTEXT      LOGO1                                                                    
2   Red                     LED5MM-LONGPADS         LED5MM-OVAL            D3, D4     LED                             Lite-On     LTL2H3EZ1K        
1   UP/COLOR                10-XXSMT                TACT-SW-SMT            S2         OMRON SWITCH                    Omron       B3FS-1000         
2   White                   LED5MM-LONGPADS         LED5MM-OVAL            D1, D2     LED                             Cree        C503D-WAN-CCBEB151
1   Yellow                  LEDD0805A               D0805A                 D5         LED                             Lite-On     LTST-C171KYKT     
